"property_type","state_name","surface_covered_in_m2","rooms","price"
"1","16",48,1,220000
"2","16",465,3,880000
"1","16",210,1,680000
"2","16",64,6,370000
"1","16",133,1,1020000
"1","16",87,1,550000
"1","16",57,1,440000
"1","16",256,3,2200000
"1","16",133,3,850000
"1","16",177,15,3000000
"2","16",220,1,560000
"2","16",350,2,2250000
"1","16",66,2,304150
"1","16",69,1,500000
"1","5",84,1,860000
"2","16",1,2,320000
"1","16",43,1,290000
"2","16",300,1,1700000
"1","16",85,2,310000
"2","16",110,2,310000
"1","16",156,9,800000
"1","16",103,2,265000
"2","16",310,3,750000
"1","16",65,1,280000
"2","16",141,1,620000
"1","4",91,3,510000
"1","16",77,1,550000
"1","16",65,1,230000
"2","16",370,4,1050000
"2","16",362,4,2000000
"3","16",140,2,220000
"2","16",140,3,400000
"1","11",82,2,1155532
"1","16",82,2,355000
"1","16",75,1,340000
"4","11",50,1,824100
"1","16",75,2,280000
"1","16",40,1,210000
"2","16",99,1,450000
"1","16",66,1,350000
"1","16",90,1,585000
"2","16",190,1,330000
"2","13",20,2,280000
"1","16",75,1,639000
"1","5",62,1,355000
"1","16",60,1,365000
"1","16",176,3,1600000
"1","16",320,3,3600000
"1","16",100,1,550000
"2","16",70,1,215000
"1","16",85,2,425990
"1","16",126,1,567040
"4","16",32,1,284266
"1","16",50,2,285000
"1","16",96,2,590000
"2","16",67,1,480000
"1","16",58,1,428656
"1","16",60,1,410000
"1","16",98,1,400000
"1","16",126,1,720000
"2","16",460,1,1200000
"1","8",57,1,315000
"2","16",75,2,210000
"1","13",100,1,1580000
"1","16",48,1,190000
"2","16",81,1,289000
"2","16",70,1,250000
"2","16",200,3,385000
"2","16",420,3,3500000
"1","16",65,1,260000
"2","16",144,2,470000
"2","16",300,3,850000
"1","16",274,3,3500000
"2","16",118,9,497500
"1","16",53,1,214800
"1","16",265,1,1070000
"1","16",67,2,450000
"1","16",177,3,650000
"1","16",230,5,1550000
"2","16",160,3,600000
"1","16",120,3,954000
"1","16",210,4,1298000
"3","16",400,4,750000
"1","16",68,1,700000
"1","16",86,2,265000
"1","5",70,3,350000
"1","8",106,1,513000
"1","16",68,1,280000
"1","16",250,4,2500000
"2","16",311,2,950000
"1","16",76,3,350000
"2","16",340,2,2150000
"2","16",84,1,210000
"2","16",80,1,325000
"2","16",150,2,750000
"1","16",93,2,645000
"2","5",90,1,199000
"1","16",167,1,970000
"1","16",220,3,2200000
"2","16",420,6,1800000
"1","16",186,2,1100000
"2","16",150,2,1200000
"1","16",130,3,1350000
"2","8",360,3,800000
"2","16",125,1,510000
"1","16",72,1,365000
"1","20",73,1,230000
"1","16",85,2,389990
"1","16",54,1,275000
"2","16",115,1,580000
"2","16",142,1,277000
"1","5",340,4,950000
"2","16",220,3,950000
"1","16",234,4,1200000
"1","16",75,1,230000
"2","16",77,2,521100
"2","16",276,3,900000
"2","16",69,1,195000
"1","16",55,1,220000
"2","16",240,1,650000
"2","16",285,3,1200000
"2","16",45,1,285000
"2","13",80,1,310000
"1","16",51,1,239000
"1","16",46,1,220000
"1","16",57,1,140000
"2","14",156,2,300000
"1","16",50,1,230000
"1","16",73,2,260000
"1","16",60,2,370000
"1","16",47,2,155000
"1","16",49,1,540000
"2","3",442,2,1300000
"1","16",42,4,308000
"1","16",60,1,495000
"1","16",300,3,4700000
"1","16",69,1,450000
"1","16",49,1,349000
"1","15",140,2,1320400
"2","16",194,2,590000
"1","16",72,1,175000
"1","16",133,1,700000
"2","16",257,2,580000
"1","11",283,1,3045608
"1","16",123,1,920000
"1","16",40,1,650000
"1","16",0,9,599000
"1","16",96,1,726100
"1","16",78,1,1050000
"2","16",250,2,614000
"1","16",93,1,384000
"1","8",130,2,640000
"1","8",179,1,980000
"1","16",72,1,1050000
"1","16",78,1,400000
"2","16",160,2,670000
"1","16",73,1,300000
"1","16",55,1,220000
"1","16",311,4,3800000
"1","16",251,1,2350000
"1","16",63,1,189000
"1","16",55,2,400000
"1","16",1225,5,13927100
"3","16",135,3,490000
"1","16",321,2,600000
"1","16",80,2,270000
"1","16",157,1,650000
"1","16",57,1,355000
"1","8",76,1,245000
"1","12",52,2,293000
"1","16",107,3,588940
"1","16",60,2,220000
"2","16",191,3,715000
"1","16",53,2,290000
"1","16",125,4,1830000
"1","16",110,3,990000
"2","16",220,3,1200000
"1","11",41,1,230000
"1","16",152,3,615000
"2","16",180,3,490000
"1","16",76,2,245000
"1","16",50,2,240000
"2","16",95,2,430000
"1","16",80,3,420000
"1","16",56,1,280000
"1","16",50,1,255000
"1","16",60,2,180000
"1","16",82,2,331811
"2","16",80,1,424000
"1","16",108,1,499000
"2","16",174,2,600000
"2","16",350,3,800000
"1","16",54,1,249614
"1","16",56,1,448000
"1","16",189,3,1300000
"1","16",92,2,640000
"2","16",80,1,330000
"1","16",50,1,230000
"2","16",230,2,730000
"2","16",100,1,280000
"1","16",104,3,1150000
"2","16",68,1,300000
"1","16",150,1,1395000
"1","16",250,4,1850000
"2","16",139,1,540000
"1","16",93,1,850000
"1","8",110,2,370000
"2","16",300,2,520000
"2","16",200,2,550000
"1","16",135,2,1300000
"1","16",90,2,760000
"1","16",293,3,2498000
"2","16",210,2,1510000
"1","16",68,1,385000
"1","15",78,1,480000
"2","16",108,3,474000
"1","16",77,1,426000
"1","16",70,1,300000
"2","11",332,3,1072892
"2","16",300,3,1450000
"1","16",167,3,890000
"1","16",298,2,1800000
"1","13",75,1,400000
"2","16",212,2,950000
"2","16",550,4,1900000
"2","16",296,4,990000
"1","16",70,2,340000
"2","16",450,1,1200000
"1","3",73,2,445000
"2","16",81,1,289000
"2","16",70,1,170000
"1","16",47,1,590000
"2","16",110,1,390000
"1","16",147,2,1260000
"2","15",83,1,380000
"2","16",172,1,410000
"2","16",58,1,185000
"2","16",280,1,400000
"1","16",220,1,1300000
"1","16",116,2,950000
"1","16",98,1,420000
"3","16",400,6,700000
"2","16",180,2,280000
"1","16",196,3,1300000
"2","16",200,3,500000
"2","16",121,3,410000
"2","16",63,3,370000
"2","16",460,5,2300000
"2","16",99,3,180000
"1","16",74,1,350000
"1","12",188,1,1300010
"1","8",85,1,360000
"1","8",62,1,350000
"1","8",145,1,700000
"1","16",64,1,320000
"1","16",63,1,349000
"1","16",96,2,650000
"1","16",73,1,560000
"1","16",82,3,540000
"1","16",186,10,1290000
"2","16",200,3,850000
"1","16",198,19,2300000
"2","13",200,3,1880000
"2","16",150,1,450000
"1","8",120,3,630000
"1","16",200,3,2700000
"1","16",107,4,825000
"1","16",50,1,265000
"1","16",70,1,210000
"1","8",0,10,437300
"1","13",80,1,580000
"2","13",230,1,850000
"2","16",62,2,260000
"2","16",211,1,585000
"1","16",83,1,850000
"2","16",120,1,470000
"1","8",320,1,890000
"1","8",53,1,262000
"1","8",83,11,1004000
"1","15",113,2,650000
"2","16",350,2,770000
"2","16",132,1,455900
"1","16",153,1,1680000
"1","16",293,3,2490000
"1","16",132,4,1450000
"1","16",171,12,1380000
"2","16",200,2,1100000
"1","16",135,3,920000
"1","16",64,1,390000
"1","16",55,1,273000
"2","16",442,3,1400000
"2","16",138,1,340000
"1","16",97,1,420000
"1","11",45,1,200000
"2","16",175,2,380000
"2","16",40,1,230000
"2","16",120,1,460000
"1","16",52,1,180000
"2","16",50,2,135000
"1","2",82,1,330000
"1","16",105,2,530000
"3","16",71,2,190000
"2","16",223,3,1350000
"4","16",83,2,540000
"2","16",85,1,215000
"1","16",94,1,380000
"2","16",80,2,310000
"2","16",95,1,445000
"1","16",48,1,319000
"1","16",117,3,530000
"2","16",300,1,4600000
"1","16",74,2,480000
"3","16",175,4,720000
"2","16",115,2,490000
"1","16",61,2,1200000
"1","20",76,2,350000
"1","4",79,3,580000
"2","16",180,2,650000
"4","21",45,1,326601
"1","16",75,2,450000
"2","16",540,8,1800000
"2","16",230,3,800000
"2","16",105,1,550000
"1","16",56,1,300000
"2","16",42,1,160000
"1","16",85,2,340000
"2","16",65,1,310000
"2","16",70,1,149000
"1","16",64,1,320000
"1","11",58,1,199000
"2","16",167,2,848000
"1","16",81,2,750000
"1","16",49,1,188000
"1","16",74,1,320000
"1","16",300,3,1500000
"1","16",250,2,1850000
"1","16",85,2,450000
"1","8",79,1,325000
"2","16",500,4,1950000
"1","16",73,1,255990
"1","16",126,1,1200000
"1","16",72,2,520000
"1","16",68,1,240000
"1","10",42,1,233200
"2","16",136,1,389000
"1","16",49,1,250000
"2","16",130,2,250000
"1","16",40,1,430000
"2","16",130,3,800000
"1","16",70,1,505000
"1","16",93,1,785000
"1","16",84,2,1150000
"2","16",221,3,400000
"1","16",395,3,5950000
"4","3",29,1,519726
"1","16",70,1,546292
"1","16",166,3,1390000
"1","8",58,7,545000
"1","16",77,1,320000
"1","13",100,1,2000000
"2","16",434,4,2000000
"2","16",155,3,650000
"2","16",430,4,2650000
"1","16",112,3,400000
"1","8",66,3,222089
"1","16",79,2,650000
"2","16",70,2,210000
"2","16",220,3,435000
"1","16",50,2,255000
"1","16",38,2,200000
"2","13",160,1,390000
"2","15",125,1,550000
"2","16",208,1,550000
"2","16",85,1,510000
"2","16",75,1,375000
"1","16",60,1,205000
"1","16",82,1,950000
"1","16",361,3,10500000
"2","16",200,1,430000
"2","16",200,2,500000
"1","16",55,1,470000
"1","16",63,1,290000
"1","16",179,1,800000
"1","8",134,9,765000
"4","5",80,2,600000
"2","16",95,1,390000
"2","16",102,1,340000
"2","15",135,1,325000
"1","8",57,1,250000
"2","16",510,3,1300000
"1","2",91,1,265000
"1","16",60,1,296000
"1","16",142,2,639000
"1","16",62,1,360000
"2","16",271,2,954000
"1","16",56,2,336000
"2","16",300,3,1500000
"1","11",46,2,159000
"2","13",181,1,450000
"2","16",90,2,225000
"1","16",75,2,293620
"1","15",65,2,160000
"2","16",137,2,580000
"2","16",350,2,995000
"2","16",145,1,480000
"1","16",57,1,186000
"1","3",90,1,509388
"2","16",305,3,1300000
"1","16",74,1,300000
"1","16",157,2,1200000
"2","16",120,1,500000
"1","16",41,1,230000
"2","16",110,2,450000
"2","16",70,1,240000
"2","16",140,2,430000
"1","16",51,1,266000
"1","16",176,2,1590000
"1","16",60,2,405000
"1","16",242,1,2400000
"2","16",125,2,335000
"2","16",234,3,650000
"1","16",151,2,500000
"2","16",280,3,900000
"1","16",170,3,640000
"1","16",54,2,340000
"2","16",175,2,260000
"2","16",120,3,420000
"2","16",70,3,487015
"1","16",48,2,180000
"1","2",30,1,150000
"1","16",68,1,365000
"2","16",147,1,550000
"1","16",61,1,190400
"1","8",78,1,385000
"2","10",450,5,750000
"1","16",55,2,220000
"2","16",400,3,5000000
"1","16",333,17,2800000
"2","16",59,1,280000
"2","16",250,2,850000
"1","8",106,1,495000
"1","8",69,1,315000
"1","16",54,1,255000
"1","8",180,1,1250000
"1","8",86,1,360000
"2","16",185,1,380000
"1","16",0,5,180000
"1","16",68,1,670000
"2","16",400,3,650000
"1","16",74,1,450000
"2","11",200,2,635000
"1","16",60,2,240000
"1","16",160,2,1280000
"2","16",80,2,795000
"1","8",360,1,545000
"2","15",87,1,140000
"2","16",100,2,420000
"1","15",68,2,322603
"1","16",204,1,1700000
"1","16",123,1,750000
"2","16",400,3,1400000
"1","16",54,1,212000
"1","16",57,2,280000
"2","16",160,1,720000
"2","13",250,2,740000
"2","16",194,2,990000
"1","16",96,2,485000
"2","6",85,1,130000
"2","16",382,4,1000000
"1","16",72,2,385000
"1","16",66,1,520000
"1","16",109,1,850000
"2","16",90,2,450000
"1","16",80,1,420000
"1","16",115,3,1049400
"2","16",101,1,320000
"2","16",180,2,395000
"1","16",142,1,1200000
"1","15",126,2,910000
"1","16",69,1,400000
"1","16",60,1,326210
"1","16",87,1,375000
"1","16",80,1,310000
"1","16",116,1,580000
"1","16",76,1,550000
"1","16",130,1,400000
"4","16",84,1,420000
"4","16",32,1,241500
"4","16",37,1,280100
"2","16",149,1,480000
"2","16",189,1,820000
"2","16",300,1,640000
"1","16",80,1,380000
"1","16",88,2,500000
"2","16",128,1,415000
"2","16",134,1,390000
"2","16",233,2,600000
"1","16",60,1,310000
"1","16",52,1,252000
"1","16",58,1,265000
"1","16",50,1,258000
"1","16",60,1,245000
"1","16",49,1,190000
"1","16",50,1,250000
"1","16",80,1,375000
"1","16",44,2,240000
"1","16",75,1,320000
"1","16",77,1,340000
"2","16",272,1,765000
"1","16",38,1,210000
"1","16",42,1,230000
"1","16",48,1,230000
"1","16",50,1,255000
"1","16",115,1,680000
"1","16",58,1,290000
"2","16",102,1,595000
"1","16",50,1,210000
"1","16",50,1,240000
"2","16",73,1,320000
"1","16",60,1,250000
"1","16",60,1,270000
"1","16",43,1,235000
"1","16",69,1,423400
"2","16",110,1,585000
"2","16",126,1,630000
"1","16",39,1,235000
"2","16",145,1,480000
"2","16",150,1,550000
"1","16",52,1,260000
"2","16",178,1,550000
"2","16",260,1,1200000
"1","16",50,1,280000
"2","16",85,1,390000
"2","16",89,1,530000
"2","16",258,1,500000
"2","16",249,1,490000
"1","16",163,1,1200000
"2","16",202,1,750000
"1","16",175,4,1390000
"1","16",98,1,288000
"1","16",0,2,290000
"1","16",90,1,350000
"1","16",80,1,285000
"2","16",198,2,1000000
"2","16",85,3,260000
"2","3",300,2,1450000
"1","3",112,1,500000
"1","3",340,4,3144657
"1","3",90,2,587757
"1","8",44,1,139000
"1","8",44,1,139000
"1","8",184,18,916085
"1","11",128,3,834145
"1","11",71,1,225000
"1","15",53,1,163000
"1","15",54,2,150000
"2","16",90,3,510000
"1","16",89,1,488000
"1","16",60,2,220000
"2","8",205,10,730000
"1","8",112,10,490000
"1","8",54,1,135000
"2","9",260,2,790000
"2","16",95,1,240000
"1","16",62,1,270000
"1","16",68,1,428000
"1","16",65,4,290000
"2","16",143,2,350000
"1","16",88,2,480000
"1","16",100,1,430000
"1","16",240,3,1295000
"1","16",280,4,950000
"1","16",114,2,850000
"3","16",133,3,437000
"3","16",133,3,437000
"1","16",50,1,232000
"2","5",360,1,375000
"1","5",65,1,195000
"1","11",109,1,633221
"1","11",60,2,774400
"1","15",89,2,195000
"1","16",120,1,450000
"1","16",48,1,370000
"2","16",300,3,1300000
"2","16",78,3,305000
"1","16",65,2,190000
"2","16",68,2,197000
"1","16",75,2,180000
"2","16",350,2,900000
"2","16",220,1,290000
"4","16",60,1,120000
"1","16",68,2,330000
"2","16",81,1,200000
"1","16",147,2,270000
"1","16",140,1,320000
"1","16",52,1,195000
"1","16",75,1,440000
"2","16",700,3,10500000
"2","16",260,2,650000
"1","2",0,8,285000
"1","3",169,2,1300215
"2","8",65,2,190000
"2","8",120,2,305000
"1","8",95,1,250000
"1","11",165,3,881000
"2","16",118,2,450000
"1","16",70,1,500000
"4","16",42,1,665000
"1","16",307,2,2000000
"2","16",105,1,380000
"1","16",94,1,700000
"1","16",60,1,400000
"2","16",214,3,500000
"2","16",90,6,320000
"2","16",177,2,680000
"1","16",147,1,1280000
"2","16",300,3,750000
"1","16",104,2,900000
"2","16",94,1,500000
"1","16",81,1,600500
"2","16",130,1,300000
"1","16",64,2,265000
"1","16",55,1,520000
"1","16",64,1,540000
"2","16",174,4,400000
"2","16",62,1,420000
"1","16",146,1,1080000
"1","16",264,2,2450000
"2","16",115,1,530000
"1","16",80,1,400000
"1","8",61,1,304700
"2","16",106,6,580000
"1","16",70,1,1054000
"1","16",48,1,380000
"2","16",222,1,585000
"1","16",50,1,286000
"3","16",75,3,420000
"2","16",340,3,1450000
"1","16",68,1,500000
"1","16",64,1,415000
"1","16",64,3,430000
"1","16",48,1,270000
"2","16",120,2,380000
"2","16",187,1,520000
"1","16",57,2,390000
"1","14",91,2,879698
"1","5",62,1,309000
"1","6",362,4,3073270
"2","13",110,1,430000
"1","16",64,2,330000
"1","16",212,4,1020000
"1","14",105,2,995318
"1","16",98,2,450000
"2","16",116,1,420000
"1","16",94,1,999000
"1","16",0,6,630000
"1","16",340,15,3600000
"1","11",69,1,270000
"1","16",87,1,745000
"1","16",54,2,429000
"1","16",240,8,1590000
"1","16",52,1,265000
"1","16",64,2,310000
"1","2",60,1,220000
"2","8",260,3,1300000
"1","16",59,1,530000
"1","16",36,1,225000
"1","16",65,2,425000
"2","16",200,2,390000
"1","16",52,1,275000
"1","16",41,1,230000
"1","16",45,1,230000
"2","11",143,2,459000
"1","16",132,4,530000
"1","16",42,1,165000
"2","11",74,1,350000
"1","5",52,1,140000
"2","14",49,1,199000
"2","16",180,2,650000
"1","16",82,2,570000
"1","16",48,2,359800
"2","16",100,2,620000
"1","15",91,2,652000
"1","16",114,3,1200000
"1","13",65,1,395000
"1","16",61,1,600000
"1","11",58,1,204900
"2","16",96,1,250000
"1","16",121,1,1200000
"2","11",338,3,1750000
"1","16",54,1,215000
"2","16",270,5,275000
"2","16",180,1,525000
"1","16",42,2,240000
"1","16",69,2,255000
"1","16",50,1,270000
"2","16",82,1,320000
"1","16",115,2,700000
"2","16",126,2,790000
"2","3",138,1,492000
"1","3",75,7,280000
"2","16",165,7,385000
"1","16",80,1,549000
"1","16",105,3,1200000
"1","3",91,1,345000
"2","16",278,2,550000
"1","16",182,3,1250000
"1","16",140,2,950000
"2","16",68,1,295000
"1","8",60,1,140000
"1","16",70,1,425000
"1","16",162,2,920000
"1","15",51,2,285000
"2","15",66,1,140000
"2","16",160,2,510000
"2","13",55,1,330000
"1","16",55,3,1000000
"1","16",62,1,434000
"1","16",66,1,350000
"1","16",245,4,4200000
"2","16",56,2,200000
"1","16",63,1,450000
"1","16",92,1,620000
"1","16",120,2,700000
"2","16",177,1,209000
"2","16",130,3,400000
"2","16",180,3,350000
"1","18",166,4,997800
"1","18",200,4,1165900
"1","18",151,4,840000
"1","16",95,2,658000
"2","16",295,3,1250000
"2","16",350,1,550000
"1","16",93,2,750000
"1","16",90,1,425000
"2","16",172,1,640000
"1","16",160,1,1250000
"1","16",200,4,2100000
"1","16",57,2,458000
"1","16",115,2,1166000
"2","16",132,1,498000
"1","16",105,2,1149000
"1","16",161,1,2400000
"1","16",130,2,490000
"4","16",39,1,490000
"1","16",81,1,425000
"1","16",55,1,430000
"2","16",319,1,532000
"2","16",180,1,750000
"2","16",170,1,615000
"2","16",54,1,350000
"1","16",55,1,215000
"2","13",950,1,7000000
"1","16",84,2,555000
"2","16",162,1,750000
"1","16",86,2,750000
"1","16",87,2,890000
"1","16",72,2,697000
"1","16",52,1,215000
"1","16",102,1,850000
"2","16",161,3,550000
"1","8",65,1,300000
"2","16",350,4,980000
"1","16",75,2,630000
"2","16",150,1,650000
"1","16",75,1,550000
"1","16",201,2,4500000
"1","13",28,1,315000
"2","16",65,2,290000
"1","16",230,2,1700000
"1","14",46,1,117000
"2","14",43,1,155000
"1","12",50,1,360000
"1","13",47,1,165000
"2","16",400,1,1300000
"1","16",54,1,199999
"1","16",65,1,390000
"1","16",87,1,387989
"1","16",50,1,180000
"1","16",87,3,650000
"2","16",148,2,650000
"2","16",177,2,665000
"1","16",69,1,400000
"1","16",193,2,1900000
"1","16",75,2,955000
"1","13",76,1,338228
"2","16",400,1,700000
"2","16",43,1,150000
"1","16",86,2,450000
"2","16",200,2,850000
"1","3",152,1,1485000
"1","16",109,2,699000
"1","16",98,1,445000
"2","16",100,2,670000
"2","16",380,3,1400000
"2","11",135,1,510000
"2","16",133,1,425000
"1","16",109,2,962000
"1","16",67,1,420000
"1","16",100,1,1150000
"1","16",94,1,493000
"2","16",285,2,1200000
"1","16",113,1,860000
"1","16",146,1,1020000
"1","16",517,3,3200000
"1","16",75,1,280000
"1","16",56,1,265000
"1","16",59,1,287000
"1","16",63,2,290000
"1","16",126,2,1000000
"1","11",58,2,190000
"1","13",55,1,155000
"1","16",54,2,249000
"1","16",59,2,209000
"2","16",180,1,720000
"1","16",52,2,395000
"2","16",80,1,330000
"2","16",200,3,1100000
"2","16",340,3,1700000
"2","16",105,2,435000
"1","16",74,2,550000
"2","16",180,1,870000
"1","16",172,2,540000
"2","16",226,1,905000
"2","16",89,1,340000
"1","16",54,1,210000
"1","16",48,1,240000
"1","16",65,2,258154
"1","11",150,3,940000
"1","16",53,1,450000
"1","5",180,3,475000
"1","13",105,3,700000
"1","16",64,2,320000
"1","3",42,2,139000
"1","16",45,1,190000
"1","16",140,1,920000
"2","16",15000,1,600000
"1","8",157,1,780000
"1","8",109,1,420000
"4","16",110,1,200000
"1","16",80,2,680000
"2","16",110,1,510000
"1","16",46,2,230000
"1","16",58,1,215000
"2","16",128,1,215000
"1","16",102,2,1279000
"1","16",185,3,2400000
"1","16",554,3,7100000
"2","16",180,1,1500000
"1","8",85,1,310000
"2","16",111,3,390000
"2","16",186,3,530000
"1","8",310,2,1450000
"1","8",136,1,490000
"2","16",75,1,330000
"2","16",200,1,380000
"1","16",150,2,1250000
"2","16",230,2,750000
"2","16",183,3,1300000
"1","16",64,2,370000
"2","16",59,1,240000
"1","16",88,1,800000
"1","16",40,1,380000
"1","16",44,1,742000
"2","16",148,1,390000
"2","16",90,2,335000
"1","15",67,1,330000
"1","15",587,1,10400000
"1","16",226,2,2300000
"1","16",80,2,250000
"1","3",94,1,565427
"1","16",115,1,580000
"1","16",278,3,2600000
"2","16",105,1,430000
"1","16",66,1,475000
"4","16",38,1,350000
"1","16",59,1,350000
"1","16",46,1,80000
"1","16",62,1,430000
"1","16",57,1,370000
"2","16",120,1,750000
"1","16",54,1,200000
"2","16",235,1,583000
"1","16",175,2,1350000
"1","16",77,1,463000
"1","16",129,13,1600000
"1","8",100,1,490000
"2","16",170,2,580000
"2","16",400,3,1850000
"1","16",48,1,331978
"1","16",70,1,546000
"2","16",170,1,550000
"1","15",106,4,386500
"1","16",60,2,309000
"1","16",260,1,1700000
"1","13",80,1,600000
"2","16",166,2,500000
"2","16",500,2,2100000
"1","16",43,2,186000
"1","8",80,1,270000
"1","16",260,3,4134000
"2","16",135,2,480000
"1","16",50,2,250000
"1","16",108,1,490000
"1","8",78,1,180000
"1","8",79,1,260000
"1","16",126,1,1090000
"2","13",276,4,680000
"1","16",87,2,600000
"2","3",69,1,150000
"2","11",81,3,200000
"1","16",56,1,285000
"1","16",80,1,499000
"2","16",700,3,3500000
"3","16",222,3,370000
"2","2",350,2,950000
"1","16",42,1,181000
"1","16",227,1,3030000
"1","16",120,2,450000
"1","13",61,1,1950000
"1","16",32,1,120000
"1","16",125,2,1168000
"1","2",719,4,8000000
"2","16",340,3,950000
"1","16",96,1,550000
"1","16",45,1,140000
"1","16",107,2,810000
"2","16",475,3,1700000
"1","8",100,1,450000
"4","16",400,3,1350000
"1","8",124,4,465000
"2","16",204,1,630000
"2","16",65,1,269000
"1","16",99,1,800000
"2","16",232,1,585000
"1","3",140,1,550000
"3","16",150,3,250000
"1","16",120,3,535000
"1","8",88,1,330000
"1","10",57,1,210000
"1","16",59,1,220500
"2","16",920,5,2500000
"2","16",280,2,1200000
"2","11",85,2,148000
"2","16",80,1,200000
"2","16",68,1,230000
"2","16",550,5,1300000
"2","16",534,5,2390000
"2","16",90,2,295000
"1","16",51,2,180000
"2","16",343,3,850000
"2","18",167,3,210000
"1","16",109,1,823000
"2","16",467,4,1350000
"2","16",230,2,1120000
"1","3",103,1,340000
"1","16",34,1,278425
"1","16",58,1,460000
"1","16",78,2,550000
"1","16",72,1,260000
"4","16",510,3,3900000
"2","16",74,1,199000
"1","16",91,1,532000
"1","16",128,2,850000
"1","16",64,2,490000
"2","16",146,2,950000
"1","16",70,2,350000
"1","16",70,1,750000
"1","16",218,3,2300000
"2","16",140,2,980000
"2","16",150,2,975000
"2","16",150,1,550000
"1","16",55,1,250000
"1","16",84,2,780000
"4","16",387,10,10700000
"1","16",225,2,2200000
"1","13",38,1,400000
"1","16",370,2,2200000
"2","13",116,1,1500000
"1","16",280,4,3400000
"1","16",73,3,440000
"2","16",182,1,890000
"1","16",130,3,950000
"1","3",64,1,400000
"1","16",78,1,320000
"2","16",468,4,1600000
"1","16",625,3,7500000
"2","3",96,1,500000
"1","16",60,7,361000
"2","16",0,5,389000
"1","16",66,6,420000
"2","16",230,2,920000
"1","16",40,1,572000
"2","16",179,2,695000
"1","16",141,3,980000
"3","16",300,4,1000000
"2","16",260,3,1180000
"2","16",290,3,980000
"3","16",200,6,450000
"2","16",171,1,400000
"1","16",86,3,227500
"1","11",54,2,253569
"1","16",73,1,350000
"2","16",136,2,540000
"1","16",130,2,620000
"1","16",127,1,1280000
"1","16",288,3,4341000
"1","16",125,3,890000
"2","16",60,1,220000
"2","16",250,3,2350000
"4","16",39,1,225000
"2","16",200,2,638000
"1","16",75,1,220000
"1","16",161,2,990000
"1","8",84,1,416200
"1","16",65,3,320000
"3","16",125,3,725000
"1","8",110,2,470000
"2","16",70,1,410000
"1","16",79,6,780000
"3","16",75,2,205000
"1","16",98,2,755000
"1","8",215,2,2000000
"2","13",80,1,220000
"1","16",85,1,775100
"1","16",53,2,209000
"2","16",60,2,150000
"1","16",178,2,2350000
"1","16",64,1,479600
"1","16",185,2,2340000
"1","16",87,1,345000
"1","15",149,2,1150000
"1","5",122,3,650000
"1","13",150,2,3300000
"1","16",228,4,1890000
"1","16",55,1,430000
"2","9",250,2,120000
"2","16",500,5,1400000
"2","16",147,2,435000
"1","16",77,1,385000
"1","16",64,1,475400
"1","16",50,1,550000
"1","16",73,1,580000
"1","16",61,1,1047143
"1","16",47,1,310000
"1","13",35,1,955000
"1","16",63,1,425000
"1","16",62,1,385000
"1","16",47,1,360000
"1","16",60,1,330000
"1","8",90,1,270000
"1","8",80,1,220000
"1","16",171,2,730000
"1","13",45,1,120000
"1","16",100,1,750000
"1","16",49,2,180000
"2","14",120,1,100000
"1","15",65,2,465000
"1","13",50,1,275000
"1","13",90,3,430000
"2","14",85,1,128000
"1","16",68,3,250000
"1","16",57,1,255000
"1","16",64,1,477000
"1","16",120,2,950000
"1","16",48,2,360000
"2","16",100,1,460000
"1","16",46,2,256000
"1","16",107,2,850000
"1","16",64,8,330000
"1","16",72,1,195000
"2","16",200,2,645000
"1","16",86,3,750000
"2","16",494,3,1950000
"1","16",78,1,413000
"2","16",200,2,1150000
"1","16",245,2,2600000
"1","16",157,3,665000
"2","16",95,1,350000
"1","2",133,3,535000
"3","16",700,5,2500000
"1","16",75,1,365000
"1","16",75,2,380000
"2","8",457,3,2690000
"1","16",90,4,795000
"1","16",48,1,180000
"2","16",152,2,650000
"1","16",55,1,210000
"1","16",131,1,651000
"1","16",50,2,265000
"2","16",150,1,500000
"2","16",56,1,245000
"2","16",220,2,1382000
"1","16",49,1,260000
"1","11",60,1,195000
"1","8",85,9,600000
"1","16",62,1,798000
"2","3",90,2,300000
"1","16",53,2,460000
"2","16",180,2,250000
"1","16",70,3,580000
"1","16",130,2,1300000
"1","15",180,2,2100000
"2","15",135,1,325000
"2","16",115,3,340000
"1","16",47,2,270000
"2","16",437,1,2700000
"2","16",353,3,1390000
"1","16",64,1,295000
"2","8",48,1,180000
"1","16",57,1,455000
"1","16",130,2,900000
"1","16",115,1,600000
"1","16",48,1,210000
"2","8",185,2,420000
"1","16",214,4,2200000
"2","16",400,2,800000
"2","16",384,2,620000
"1","16",65,3,300000
"2","16",60,1,285000
"2","16",160,2,650000
"1","16",96,1,620000
"2","16",170,1,360000
"1","16",90,3,348000
"1","16",77,3,453000
"2","16",130,2,449900
"2","16",238,1,720000
"1","16",158,2,1595000
"2","16",292,2,2500000
"1","16",108,2,800000
"1","16",44,1,218000
"1","16",55,2,320000
"1","16",100,3,450000
"1","16",211,1,2990000
"1","16",142,3,1790000
"1","16",104,1,630000
"2","16",151,1,480000
"1","16",61,8,802316
"2","16",270,1,380000
"1","16",70,3,260000
"1","16",101,3,1000000
"1","8",215,1,2583148
"1","13",45,1,120000
"1","8",85,1,225000
"1","16",140,6,1100000
"2","16",141,2,220000
